,nominal_temperature,boundary_conditions
7989,100,"[48, 48, 48, 48, 48, 48, 48, 48, 83, 83, 83, 83, 83, 83, 83, 83, 80, 80, 80, 80, 80, 80, 80, 80, 85, 85, 85, 85, 85, 85, 85, 85, 88, 88, 88, 88]"
7990,86,"[92, 92, 92, 92, 92, 92, 92, 92, 73, 73, 73, 73, 73, 73, 73, 73, 63, 63, 63, 63, 63, 63, 63, 63, 44, 44, 44, 44, 44, 44, 44, 44, 15, 15, 15, 15]"
7991,35,"[40, 40, 40, 40, 40, 40, 40, 40, 100, 100, 100, 100, 100, 100, 100, 100, 33, 33, 33, 33, 33, 33, 33, 33, 51, 51, 51, 51, 51, 51, 51, 51, 95, 95, 95, 95]"
7992,41,"[46, 46, 46, 46, 46, 46, 46, 46, 24, 24, 24, 24, 24, 24, 24, 24, 63, 63, 63, 63, 63, 63, 63, 63, 3, 3, 3, 3, 3, 3, 3, 3, 15, 15, 15, 15]"
7993,16,"[27, 27, 27, 27, 27, 27, 27, 27, 54, 54, 54, 54, 54, 54, 54, 54, 24, 24, 24, 24, 24, 24, 24, 24, 41, 41, 41, 41, 41, 41, 41, 41, 14, 14, 14, 14]"
7994,77,"[0, 0, 0, 0, 0, 0, 0, 0, 38, 38, 38, 38, 38, 38, 38, 38, 57, 57, 57, 57, 57, 57, 57, 57, 69, 69, 69, 69, 69, 69, 69, 69, 91, 91, 91, 91]"
7995,90,"[88, 88, 88, 88, 88, 88, 88, 88, 81, 81, 81, 81, 81, 81, 81, 81, 100, 100, 100, 100, 100, 100, 100, 100, 20, 20, 20, 20, 20, 20, 20, 20, 61, 61, 61, 61]"
7996,47,"[11, 11, 11, 11, 11, 11, 11, 11, 54, 54, 54, 54, 54, 54, 54, 54, 33, 33, 33, 33, 33, 33, 33, 33, 90, 90, 90, 90, 90, 90, 90, 90, 5, 5, 5, 5]"
7997,19,"[48, 48, 48, 48, 48, 48, 48, 48, 59, 59, 59, 59, 59, 59, 59, 59, 40, 40, 40, 40, 40, 40, 40, 40, 64, 64, 64, 64, 64, 64, 64, 64, 21, 21, 21, 21]"
7998,4,"[87, 87, 87, 87, 87, 87, 87, 87, 60, 60, 60, 60, 60, 60, 60, 60, 87, 87, 87, 87, 87, 87, 87, 87, 33, 33, 33, 33, 33, 33, 33, 33, 43, 43, 43, 43]"
7999,32,"[99, 99, 99, 99, 99, 99, 99, 99, 57, 57, 57, 57, 57, 57, 57, 57, 50, 50, 50, 50, 50, 50, 50, 50, 96, 96, 96, 96, 96, 96, 96, 96, 46, 46, 46, 46]"
8000,95,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 21, 21, 21, 21, 21, 21, 21, 21, 21, 34, 34, 34, 34, 34, 34, 34, 34, 34, 52, 52, 52, 52, 52, 52, 52, 52, 52]"
8001,25,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 45, 45, 45, 45, 45, 45, 45, 45, 45, 68, 68, 68, 68, 68, 68, 68, 68, 68, 57, 57, 57, 57, 57, 57, 57, 57, 57]"
8002,22,"[28, 28, 28, 28, 28, 28, 28, 28, 28, 75, 75, 75, 75, 75, 75, 75, 75, 75, 69, 69, 69, 69, 69, 69, 69, 69, 69, 98, 98, 98, 98, 98, 98, 98, 98, 98]"
8003,63,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 56, 56, 56, 56, 56, 56, 56, 56, 56, 91, 91, 91, 91, 91, 91, 91, 91, 91, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
8004,26,"[24, 24, 24, 24, 24, 24, 24, 24, 24, 34, 34, 34, 34, 34, 34, 34, 34, 34, 21, 21, 21, 21, 21, 21, 21, 21, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
8005,83,"[54, 54, 54, 54, 54, 54, 54, 54, 54, 13, 13, 13, 13, 13, 13, 13, 13, 13, 98, 98, 98, 98, 98, 98, 98, 98, 98, 59, 59, 59, 59, 59, 59, 59, 59, 59]"
8006,38,"[29, 29, 29, 29, 29, 29, 29, 29, 29, 88, 88, 88, 88, 88, 88, 88, 88, 88, 78, 78, 78, 78, 78, 78, 78, 78, 78, 56, 56, 56, 56, 56, 56, 56, 56, 56]"
8007,3,"[46, 46, 46, 46, 46, 46, 46, 46, 46, 22, 22, 22, 22, 22, 22, 22, 22, 22, 51, 51, 51, 51, 51, 51, 51, 51, 51, 60, 60, 60, 60, 60, 60, 60, 60, 60]"
8008,97,"[92, 92, 92, 92, 92, 92, 92, 92, 92, 18, 18, 18, 18, 18, 18, 18, 18, 18, 5, 5, 5, 5, 5, 5, 5, 5, 5, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
8009,22,"[37, 37, 37, 37, 37, 37, 37, 37, 37, 17, 17, 17, 17, 17, 17, 17, 17, 17, 72, 72, 72, 72, 72, 72, 72, 72, 72, 57, 57, 57, 57, 57, 57, 57, 57, 57]"
8010,43,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 26, 26, 26, 26, 26, 26, 26, 26, 26, 65, 65, 65, 65, 65, 65, 65, 65, 65, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
8011,66,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 38, 38, 38, 38, 38, 38, 38, 38, 38, 11, 11, 11, 11, 11, 11, 11, 11, 11, 48, 48, 48, 48, 48, 48, 48, 48, 48]"
8012,19,"[85, 85, 85, 85, 85, 85, 85, 85, 85, 13, 13, 13, 13, 13, 13, 13, 13, 13, 54, 54, 54, 54, 54, 54, 54, 54, 54, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
8013,55,"[52, 52, 52, 52, 52, 52, 52, 52, 52, 3, 3, 3, 3, 3, 3, 3, 3, 3, 20, 20, 20, 20, 20, 20, 20, 20, 20, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
8014,33,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 85, 85, 85, 85, 85, 85, 85, 85, 85, 1, 1, 1, 1, 1, 1, 1, 1, 1, 54, 54, 54, 54, 54, 54, 54, 54, 54]"
8015,45,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 26, 26, 26, 26, 26, 26, 26, 26, 26, 7, 7, 7, 7, 7, 7, 7, 7, 7, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
8016,72,"[71, 71, 71, 71, 71, 71, 71, 71, 71, 24, 24, 24, 24, 24, 24, 24, 24, 24, 87, 87, 87, 87, 87, 87, 87, 87, 87, 63, 63, 63, 63, 63, 63, 63, 63, 63]"
8017,52,"[87, 87, 87, 87, 87, 87, 87, 87, 87, 47, 47, 47, 47, 47, 47, 47, 47, 47, 81, 81, 81, 81, 81, 81, 81, 81, 81, 54, 54, 54, 54, 54, 54, 54, 54, 54]"
8018,2,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 96, 96, 96, 96, 96, 96, 96, 96, 96, 54, 54, 54, 54, 54, 54, 54, 54, 54, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
8019,33,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 47, 47, 47, 47, 47, 47, 47, 47, 47, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 17, 17, 17, 17, 17, 17, 17, 17]"
8020,89,"[38, 38, 38, 38, 38, 38, 38, 38, 38, 84, 84, 84, 84, 84, 84, 84, 84, 84, 27, 27, 27, 27, 27, 27, 27, 27, 27, 53, 53, 53, 53, 53, 53, 53, 53, 53]"
8021,17,"[78, 78, 78, 78, 78, 78, 78, 78, 78, 80, 80, 80, 80, 80, 80, 80, 80, 80, 57, 57, 57, 57, 57, 57, 57, 57, 57, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
8022,58,"[88, 88, 88, 88, 88, 88, 88, 88, 88, 25, 25, 25, 25, 25, 25, 25, 25, 25, 16, 16, 16, 16, 16, 16, 16, 16, 16, 67, 67, 67, 67, 67, 67, 67, 67, 67]"
8023,63,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 39, 39, 39, 39, 39, 39, 39, 39, 39, 97, 97, 97, 97, 97, 97, 97, 97, 97, 37, 37, 37, 37, 37, 37, 37, 37, 37]"
8024,20,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 67, 67, 67, 67, 67, 67, 67, 67, 67, 63, 63, 63, 63, 63, 63, 63, 63, 63, 87, 87, 87, 87, 87, 87, 87, 87, 87]"
8025,30,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 54, 54, 54, 54, 54, 54, 54, 54, 54, 39, 39, 39, 39, 39, 39, 39, 39, 39, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
8026,81,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 20, 20, 20, 20, 20, 20, 20, 20, 20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
8027,24,"[34, 34, 34, 34, 34, 34, 34, 34, 34, 75, 75, 75, 75, 75, 75, 75, 75, 75, 34, 34, 34, 34, 34, 34, 34, 34, 34, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
8028,42,"[35, 35, 35, 35, 35, 35, 35, 35, 35, 33, 33, 33, 33, 33, 33, 33, 33, 33, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98, 98]"
8029,35,"[17, 17, 17, 17, 17, 17, 17, 17, 17, 13, 13, 13, 13, 13, 13, 13, 13, 13, 44, 44, 44, 44, 44, 44, 44, 44, 44, 95, 95, 95, 95, 95, 95, 95, 95, 95]"
8030,17,"[88, 88, 88, 88, 88, 88, 88, 88, 88, 31, 31, 31, 31, 31, 31, 31, 31, 31, 48, 48, 48, 48, 48, 48, 48, 48, 48, 72, 72, 72, 72, 72, 72, 72, 72, 72]"
8031,84,"[76, 76, 76, 76, 76, 76, 76, 76, 76, 45, 45, 45, 45, 45, 45, 45, 45, 45, 26, 26, 26, 26, 26, 26, 26, 26, 26, 82, 82, 82, 82, 82, 82, 82, 82, 82]"
8032,43,"[35, 35, 35, 35, 35, 35, 35, 35, 35, 21, 21, 21, 21, 21, 21, 21, 21, 21, 2, 2, 2, 2, 2, 2, 2, 2, 2, 60, 60, 60, 60, 60, 60, 60, 60, 60]"
8033,91,"[60, 60, 60, 60, 60, 60, 60, 60, 60, 1, 1, 1, 1, 1, 1, 1, 1, 1, 83, 83, 83, 83, 83, 83, 83, 83, 83, 57, 57, 57, 57, 57, 57, 57, 57, 57]"
8034,28,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 2, 2, 2, 2, 2, 2, 2, 2, 2, 42, 42, 42, 42, 42, 42, 42, 42, 42, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
8035,22,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 53, 53, 53, 53, 53, 53, 53, 53, 53, 17, 17, 17, 17, 17, 17, 17, 17, 17, 41, 41, 41, 41, 41, 41, 41, 41, 41]"
8036,53,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 91, 91, 91, 91, 91, 91, 91, 91, 91, 73, 73, 73, 73, 73, 73, 73, 73, 73, 17, 17, 17, 17, 17, 17, 17, 17, 17]"
8037,21,"[42, 42, 42, 42, 42, 42, 42, 42, 42, 60, 60, 60, 60, 60, 60, 60, 60, 60, 31, 31, 31, 31, 31, 31, 31, 31, 31, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
8038,18,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 10, 10, 10, 10, 10, 10, 10, 10, 10, 93, 93, 93, 93, 93, 93, 93, 93, 93, 46, 46, 46, 46, 46, 46, 46, 46, 46]"
8039,71,"[83, 83, 83, 83, 83, 83, 83, 83, 83, 15, 15, 15, 15, 15, 15, 15, 15, 15, 33, 33, 33, 33, 33, 33, 33, 33, 33, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
8040,72,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 75, 75, 75, 75, 75, 75, 75, 75, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
8041,96,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 31, 31, 31, 31, 31, 31, 31, 31, 31, 74, 74, 74, 74, 74, 74, 74, 74, 74, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
8042,100,"[78, 78, 78, 78, 78, 78, 78, 78, 78, 39, 39, 39, 39, 39, 39, 39, 39, 39, 73, 73, 73, 73, 73, 73, 73, 73, 73, 94, 94, 94, 94, 94, 94, 94, 94, 94]"
8043,50,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 64, 64, 64, 64, 64, 64, 64, 64, 64, 41, 41, 41, 41, 41, 41, 41, 41, 41, 93, 93, 93, 93, 93, 93, 93, 93, 93]"
8044,64,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 3, 3, 3, 3, 3, 3, 3, 3, 3, 52, 52, 52, 52, 52, 52, 52, 52, 52, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
8045,74,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 16, 16, 11, 11, 11, 11, 11, 11, 11, 11, 11]"
8046,90,"[77, 77, 77, 77, 77, 77, 77, 77, 77, 3, 3, 3, 3, 3, 3, 3, 3, 3, 71, 71, 71, 71, 71, 71, 71, 71, 71, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
8047,1,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 78, 78, 78, 78, 78, 78, 78, 78, 78, 100, 100, 100, 100, 100, 100, 100, 100, 100, 36, 36, 36, 36, 36, 36, 36, 36, 36]"
8048,75,"[84, 84, 84, 84, 84, 84, 84, 84, 84, 19, 19, 19, 19, 19, 19, 19, 19, 19, 80, 80, 80, 80, 80, 80, 80, 80, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8049,78,"[37, 37, 37, 37, 37, 37, 37, 37, 37, 70, 70, 70, 70, 70, 70, 70, 70, 70, 67, 67, 67, 67, 67, 67, 67, 67, 67, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
8050,67,"[29, 29, 29, 29, 29, 29, 29, 29, 29, 17, 17, 17, 17, 17, 17, 17, 17, 17, 65, 65, 65, 65, 65, 65, 65, 65, 65, 23, 23, 23, 23, 23, 23, 23, 23, 23]"
8051,75,"[55, 55, 55, 55, 55, 55, 55, 55, 55, 56, 56, 56, 56, 56, 56, 56, 56, 56, 28, 28, 28, 28, 28, 28, 28, 28, 28, 88, 88, 88, 88, 88, 88, 88, 88, 88]"
8052,62,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 35, 35, 35, 35, 35, 35, 35, 35, 35, 62, 62, 62, 62, 62, 62, 62, 62, 62, 71, 71, 71, 71, 71, 71, 71, 71, 71]"
8053,38,"[51, 51, 51, 51, 51, 51, 51, 51, 51, 42, 42, 42, 42, 42, 42, 42, 42, 42, 37, 37, 37, 37, 37, 37, 37, 37, 37, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
8054,15,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 95, 95, 95, 95, 95, 95, 95, 95, 95, 14, 14, 14, 14, 14, 14, 14, 14, 14, 34, 34, 34, 34, 34, 34, 34, 34, 34]"
8055,16,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 3, 3, 3, 3, 3, 3, 3, 3, 3, 55, 55, 55, 55, 55, 55, 55, 55, 55, 92, 92, 92, 92, 92, 92, 92, 92, 92]"
8056,18,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 64, 64, 64, 64, 64, 64, 64, 64, 64, 36, 36, 36, 36, 36, 36, 36, 36, 36, 64, 64, 64, 64, 64, 64, 64, 64, 64]"
8057,12,"[76, 76, 76, 76, 76, 76, 76, 76, 76, 72, 72, 72, 72, 72, 72, 72, 72, 72, 27, 27, 27, 27, 27, 27, 27, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8058,90,"[98, 98, 98, 98, 98, 98, 98, 98, 98, 24, 24, 24, 24, 24, 24, 24, 24, 24, 28, 28, 28, 28, 28, 28, 28, 28, 28, 82, 82, 82, 82, 82, 82, 82, 82, 82]"
8059,98,"[57, 57, 57, 57, 57, 57, 57, 57, 57, 96, 96, 96, 96, 96, 96, 96, 96, 96, 56, 56, 56, 56, 56, 56, 56, 56, 56, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8060,74,"[44, 44, 44, 44, 44, 44, 44, 44, 44, 59, 59, 59, 59, 59, 59, 59, 59, 59, 13, 13, 13, 13, 13, 13, 13, 13, 13, 38, 38, 38, 38, 38, 38, 38, 38, 38]"
8061,32,"[37, 37, 37, 37, 37, 37, 37, 37, 37, 88, 88, 88, 88, 88, 88, 88, 88, 88, 9, 9, 9, 9, 9, 9, 9, 9, 9, 50, 50, 50, 50, 50, 50, 50, 50, 50]"
8062,46,"[49, 49, 49, 49, 49, 49, 49, 49, 49, 23, 23, 23, 23, 23, 23, 23, 23, 23, 95, 95, 95, 95, 95, 95, 95, 95, 95, 77, 77, 77, 77, 77, 77, 77, 77, 77]"
8063,53,"[43, 43, 43, 43, 43, 43, 43, 43, 43, 49, 49, 49, 49, 49, 49, 49, 49, 49, 20, 20, 20, 20, 20, 20, 20, 20, 20, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
8064,2,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 39, 39, 39, 39, 39, 39, 39, 39, 39, 54, 54, 54, 54, 54, 54, 54, 54, 54, 48, 48, 48, 48, 48, 48, 48, 48, 48]"
8065,84,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 22, 22, 22, 22, 22, 22, 22, 22, 22, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
8066,72,"[98, 98, 98, 98, 98, 98, 98, 98, 98, 71, 71, 71, 71, 71, 71, 71, 71, 71, 62, 62, 62, 62, 62, 62, 62, 62, 62, 50, 50, 50, 50, 50, 50, 50, 50, 50]"
8067,26,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 41, 41, 41, 41, 41, 41, 41, 41, 41, 65, 65, 65, 65, 65, 65, 65, 65, 65, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
8068,12,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 46, 46, 46, 46, 46, 46, 46, 46, 46, 11, 11, 11, 11, 11, 11, 11, 11, 11]"
8069,51,"[91, 91, 91, 91, 91, 91, 91, 91, 91, 3, 3, 3, 3, 3, 3, 3, 3, 3, 53, 53, 53, 53, 53, 53, 53, 53, 53, 68, 68, 68, 68, 68, 68, 68, 68, 68]"
8070,61,"[79, 79, 79, 79, 79, 79, 79, 79, 79, 78, 78, 78, 78, 78, 78, 78, 78, 78, 85, 85, 85, 85, 85, 85, 85, 85, 85, 38, 38, 38, 38, 38, 38, 38, 38, 38]"
8071,5,"[18, 18, 18, 18, 18, 18, 18, 18, 18, 46, 46, 46, 46, 46, 46, 46, 46, 46, 27, 27, 27, 27, 27, 27, 27, 27, 27, 66, 66, 66, 66, 66, 66, 66, 66, 66]"
8072,37,"[66, 66, 66, 66, 66, 66, 66, 66, 66, 94, 94, 94, 94, 94, 94, 94, 94, 94, 61, 61, 61, 61, 61, 61, 61, 61, 61, 53, 53, 53, 53, 53, 53, 53, 53, 53]"
8073,47,"[22, 22, 22, 22, 22, 22, 22, 22, 22, 3, 3, 3, 3, 3, 3, 3, 3, 3, 71, 71, 71, 71, 71, 71, 71, 71, 71, 73, 73, 73, 73, 73, 73, 73, 73, 73]"
8074,57,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 5, 5, 5, 5, 5, 5, 5, 5, 5, 85, 85, 85, 85, 85, 85, 85, 85, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8075,95,"[58, 58, 58, 58, 58, 58, 58, 58, 58, 41, 41, 41, 41, 41, 41, 41, 41, 41, 1, 1, 1, 1, 1, 1, 1, 1, 1, 74, 74, 74, 74, 74, 74, 74, 74, 74]"
8076,37,"[50, 50, 50, 50, 50, 50, 50, 50, 50, 77, 77, 77, 77, 77, 77, 77, 77, 77, 40, 40, 40, 40, 40, 40, 40, 40, 40, 97, 97, 97, 97, 97, 97, 97, 97, 97]"
8077,62,"[97, 97, 97, 97, 97, 97, 97, 97, 97, 5, 5, 5, 5, 5, 5, 5, 5, 5, 34, 34, 34, 34, 34, 34, 34, 34, 34, 85, 85, 85, 85, 85, 85, 85, 85, 85]"
8078,8,"[38, 38, 38, 38, 38, 38, 38, 38, 38, 79, 79, 79, 79, 79, 79, 79, 79, 79, 36, 36, 36, 36, 36, 36, 36, 36, 36, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
8079,86,"[39, 39, 39, 39, 39, 39, 39, 39, 39, 12, 12, 12, 12, 12, 12, 12, 12, 12, 65, 65, 65, 65, 65, 65, 65, 65, 65, 55, 55, 55, 55, 55, 55, 55, 55, 55]"
8080,90,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 23, 23, 23, 23, 23, 23, 23, 23, 23, 51, 51, 51, 51, 51, 51, 51, 51, 51, 49, 49, 49, 49, 49, 49, 49, 49, 49]"
8081,14,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 55, 55, 55, 55, 55, 55, 55, 55, 55, 7, 7, 7, 7, 7, 7, 7, 7, 7, 89, 89, 89, 89, 89, 89, 89, 89, 89]"
8082,57,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 29, 29, 29, 29, 29, 29, 29, 29, 29, 5, 5, 5, 5, 5, 5, 5, 5, 5, 68, 68, 68, 68, 68, 68, 68, 68, 68]"
8083,6,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 79, 79, 79, 79, 79, 79, 79, 79, 79, 55, 55, 55, 55, 55, 55, 55, 55, 55]"
8084,41,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 93, 93, 93, 93, 93, 93, 93, 93, 93, 74, 74, 74, 74, 74, 74, 74, 74, 74, 98, 98, 98, 98, 98, 98, 98, 98, 98]"
8085,85,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 2, 2, 2, 2, 2, 2, 2, 2, 2, 21, 21, 21, 21, 21, 21, 21, 21, 21, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
8086,91,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 70, 70, 70, 70, 70, 70, 70, 70, 70, 75, 75, 75, 75, 75, 75, 75, 75, 75, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
8087,31,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 11, 11, 19, 19, 19, 19, 19, 19, 19, 19, 19, 71, 71, 71, 71, 71, 71, 71, 71, 71]"
8088,41,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 70, 70, 70, 70, 70, 70, 70, 70, 70, 9, 9, 9, 9, 9, 9, 9, 9, 9, 41, 41, 41, 41, 41, 41, 41, 41, 41]"
8089,67,"[81, 81, 81, 81, 81, 81, 81, 81, 81, 43, 43, 43, 43, 43, 43, 43, 43, 43, 24, 24, 24, 24, 24, 24, 24, 24, 24, 87, 87, 87, 87, 87, 87, 87, 87, 87]"
8090,80,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 94, 94, 94, 94, 94, 94, 94, 94, 94, 39, 39, 39, 39, 39, 39, 39, 39, 39, 95, 95, 95, 95, 95, 95, 95, 95, 95]"
8091,94,"[94, 94, 94, 94, 94, 94, 94, 94, 94, 41, 41, 41, 41, 41, 41, 41, 41, 41, 65, 65, 65, 65, 65, 65, 65, 65, 65, 70, 70, 70, 70, 70, 70, 70, 70, 70]"
8092,87,"[75, 75, 75, 75, 75, 75, 75, 75, 75, 98, 98, 98, 98, 98, 98, 98, 98, 98, 66, 66, 66, 66, 66, 66, 66, 66, 66, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
8093,70,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 89, 89, 89, 89, 89, 89, 89, 89, 89, 14, 14, 14, 14, 14, 14, 14, 14, 14, 97, 97, 97, 97, 97, 97, 97, 97, 97]"
8094,96,"[46, 46, 46, 46, 46, 46, 46, 46, 46, 26, 26, 26, 26, 26, 26, 26, 26, 26, 19, 19, 19, 19, 19, 19, 19, 19, 19, 72, 72, 72, 72, 72, 72, 72, 72, 72]"
8095,56,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 26, 26, 26, 26, 26, 26, 26, 26, 26, 75, 75, 75, 75, 75, 75, 75, 75, 75, 50, 50, 50, 50, 50, 50, 50, 50, 50]"
8096,34,"[95, 95, 95, 95, 95, 95, 95, 95, 95, 23, 23, 23, 23, 23, 23, 23, 23, 23, 91, 91, 91, 91, 91, 91, 91, 91, 91, 17, 17, 17, 17, 17, 17, 17, 17, 17]"
8097,48,"[68, 68, 68, 68, 68, 68, 68, 68, 68, 85, 85, 85, 85, 85, 85, 85, 85, 85, 52, 52, 52, 52, 52, 52, 52, 52, 52, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
8098,88,"[29, 29, 29, 29, 29, 29, 29, 29, 29, 59, 59, 59, 59, 59, 59, 59, 59, 59, 81, 81, 81, 81, 81, 81, 81, 81, 81, 57, 57, 57, 57, 57, 57, 57, 57, 57]"
8099,64,"[88, 88, 88, 88, 88, 88, 88, 88, 88, 79, 79, 79, 79, 79, 79, 79, 79, 79, 31, 31, 31, 31, 31, 31, 31, 31, 31, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
8100,56,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 25, 25, 25, 25, 25, 25, 25, 25, 25, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
8101,100,"[54, 54, 54, 54, 54, 54, 54, 54, 54, 90, 90, 90, 90, 90, 90, 90, 90, 90, 49, 49, 49, 49, 49, 49, 49, 49, 49, 38, 38, 38, 38, 38, 38, 38, 38, 38]"
8102,49,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 35, 35, 35, 35, 35, 35, 35, 35, 35, 1, 1, 1, 1, 1, 1, 1, 1, 1, 91, 91, 91, 91, 91, 91, 91, 91, 91]"
8103,98,"[37, 37, 37, 37, 37, 37, 37, 37, 37, 47, 47, 47, 47, 47, 47, 47, 47, 47, 91, 91, 91, 91, 91, 91, 91, 91, 91, 69, 69, 69, 69, 69, 69, 69, 69, 69]"
8104,80,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 49, 49, 49, 49, 49, 49, 49, 49, 49, 81, 81, 81, 81, 81, 81, 81, 81, 81, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
8105,77,"[67, 67, 67, 67, 67, 67, 67, 67, 67, 46, 46, 46, 46, 46, 46, 46, 46, 46, 58, 58, 58, 58, 58, 58, 58, 58, 58, 51, 51, 51, 51, 51, 51, 51, 51, 51]"
8106,64,"[33, 33, 33, 33, 33, 33, 33, 33, 33, 51, 51, 51, 51, 51, 51, 51, 51, 51, 86, 86, 86, 86, 86, 86, 86, 86, 86, 76, 76, 76, 76, 76, 76, 76, 76, 76]"
8107,12,"[43, 43, 43, 43, 43, 43, 43, 43, 43, 69, 69, 69, 69, 69, 69, 69, 69, 69, 62, 62, 62, 62, 62, 62, 62, 62, 62, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
8108,62,"[61, 61, 61, 61, 61, 61, 61, 61, 61, 27, 27, 27, 27, 27, 27, 27, 27, 27, 80, 80, 80, 80, 80, 80, 80, 80, 80, 90, 90, 90, 90, 90, 90, 90, 90, 90]"
